0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1986,27.554,47.911,70.418,109.87,141.62,164.48,189.6,215.68,244.53,284.59,313.43,0,0,0,1547.4,1548.9,1593.4,0,0,1934.2,1986,0,0,2158.5,0,2259.1,0,2440,0,2511.6,2605.7,2658,0,0,2781.7,2831.5,0,0,0,0,3056.6,3104.5,0,3173.5,3226,3261.9,3292.7,0,0,0,0,0,3632,3685.6,3775.4,3867.6,3919.6,3990.7,4016.5,4044.7,4091,4140.7,4181.1,4231.8,4275.2,4315.2,4346.9,0,4402.4,4460.8,4496.9,4527.9,4569.2,4634.9,0,0,0,4701.9,0,4766.6,4806.1,4835.9,0,4897.7,4938.6,4987.6,5022,5060,0,0,5130.1,5191.1,5234.3,0,0,0,5305.2,5336.7,5370.8
7.2094,27.581,47.922,70.42,109.89,141.64,164.49,189.64,215.72,244.53,284.61,313.32,0,0,0,1547.8,1549,1593.4,0,0,1934.1,1985.8,0,0,2158.3,0,2258.7,0,2439.9,0,2511.6,2605.7,2658,0,0,2781.6,2831.4,0,0,0,0,3056.5,3104.5,0,3173.3,3225.9,3261.8,3292.7,0,0,0,0,0,3632,3685.6,3775.4,3867.5,3919.6,3990.7,4016.5,4044.7,4090.9,4140.6,4181.1,4231.8,4275.2,4315,4346.8,0,4402.1,4460.7,4496.9,4527.8,4569.1,4634.9,0,0,0,4701.9,0,4766.6,4806,4835.8,0,4897.6,4938.6,4987.5,5021.9,5060,0,0,5130,5191,5234.2,0,0,0,5305.1,5336.6,5370.7
7.2561,27.603,47.967,70.444,109.9,141.67,164.54,189.65,215.73,244.59,284.59,313.44,0,0,0,1547.4,0,1593.4,0,0,1934.2,1985.9,0,0,2158.5,0,2259,0,2440,0,2511.6,2605.4,2657.7,0,0,2781.7,2831.4,0,0,0,0,3056.6,3104.5,0,3173.5,3225.8,3261.4,3292.2,0,0,0,0,0,3631.7,3685.6,3775.4,3867.5,3919.6,3990.7,4016.5,4044.7,4090.8,4140.5,4180.8,4231.8,4274.8,4315.1,4346.8,0,4402.4,4460.6,4496.9,4527.9,4569.1,4634.8,0,0,0,4701.9,0,4766.6,4806.1,4835.9,0,4897.6,4938.4,4987.6,5022,5060,0,0,5129.8,5190.8,5234.1,0,0,0,5304.9,5336.7,5370.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2605,27.608,47.988,70.451,109.93,141.68,164.56,189.68,215.72,244.6,284.65,313.43,0,1385.3,1418.1,1547.4,0,1593.5,0,1668.5,1933.9,1985.5,2015.4,2047.7,2158.2,2208.3,2259.1,2324.5,2439.7,2464,2511.3,2605.4,2657.8,2726.4,0,2781.1,2831.2,2872.3,2896.4,2931.9,2961.2,3056.3,3104.3,3133.2,3173.5,3225.7,3261.6,3292.4,3322.3,3389.2,3417.9,3506.8,3554.8,3631.8,3685.4,3775.2,3867.3,3919.4,3990.5,4016.3,4044.5,4090.8,4140.5,4180.9,4231.7,4275,4314.9,4346.7,4369.5,4402.1,4460.6,4496.8,4527.6,4569,4634.8,4659.5,0,4681.4,4701.7,4750,4766.4,4805.9,4835.7,4858.1,4897.4,4938.4,4987.4,5021.8,5059.9,5089.6,5104.1,0,5190.9,5234.1,5259.2,5265.7,5271.5,5304.9,5336.5,5370.6
7.2085,27.542,47.941,70.392,109.89,141.64,164.54,189.62,215.75,244.56,284.66,313.39,0,0,0,1547.3,1548.8,1593,0,0,1934,1985.8,0,0,2158.3,0,2259.1,0,2439.8,0,2511.5,2605.7,2658,0,0,2781.6,2831.4,2872.4,0,0,0,3056.5,3104.4,0,3173.3,3225.9,3261.9,3292.7,0,0,0,0,0,3632,3685.6,3775.4,3867.6,3919.6,3990.6,4016.5,4044.7,4090.9,4140.7,4181.1,4231.8,4275.1,4315.1,4346.9,0,4402.4,4460.7,4496.9,4527.9,4569,4634.9,0,0,0,4701.9,0,4766.5,4806.1,4835.9,0,4897.5,4938.5,4987.6,5021.9,5060,0,0,5130.1,5191,5234.2,0,0,0,5305.2,5336.7,5370.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2548,27.592,47.995,70.461,109.92,141.69,164.49,189.63,215.75,244.54,284.63,313.44,0,0,0,1547.4,1549,1593.2,0,0,1934.2,1985.9,0,0,2158.5,0,2259.1,0,2440,0,2511.6,2605.7,2658,0,0,2781.6,2831.4,0,0,0,0,3056.6,3104.5,0,3173.4,3225.9,3261.9,3292.7,0,0,0,0,0,3632,3685.6,3775.4,3867.5,3919.6,3990.7,4016.5,4044.7,4090.9,4140.6,4181.1,4231.8,4275.1,4315.1,4346.9,0,4402.4,4460.7,4496.9,4527.8,4569.1,4634.9,0,0,0,4701.9,0,4766.6,4806.1,4835.9,0,4897.6,4938.6,4987.6,5022,5060,0,0,5130.1,5191.1,5234.3,0,0,0,5305.2,5336.7,5370.7
7.2308,27.579,47.937,70.43,109.89,141.65,164.52,189.6,215.72,244.55,284.61,313.33,1374.7,0,0,1547,1549,1592.9,1652.7,1668.7,1934,1985.6,0,0,2158.3,0,2259.1,0,2439.7,0,2511.4,2605.5,2657.9,2726.6,0,2781.5,2831.2,0,0,2931.9,0,3056.5,3104.4,0,3173.2,3225.8,3261.8,3292.6,0,0,0,0,0,3632,3685.5,3775.3,3867.5,3919.5,3990.6,4016.4,4044.7,4090.8,4140.6,4181,4231.8,4275.1,4315,4346.9,0,4402.3,4460.6,4496.8,4527.7,4568.9,4634.9,0,4672.6,0,4701.8,0,4766.6,4805.9,4835.7,0,4897.4,4938.5,4987.6,5021.7,5060,0,0,5129.9,5191,5234.2,5259.2,0,0,5305.2,5336.6,5370.7
7.2228,27.607,47.957,70.436,109.93,141.64,164.52,189.64,215.76,244.58,284.61,313.42,0,0,0,1547.4,1549,1593.4,0,0,1934.2,1985.9,0,0,2158.5,0,2259.1,0,2440,0,2511.6,2605.4,2658,0,0,2781.6,2831.2,0,0,0,0,3056.6,3104.5,0,3173.4,3225.8,3261.6,3292.7,0,0,0,0,0,3632,3685.6,3775.2,3867.6,3919.4,3990.5,4016.5,4044.7,4090.8,4140.6,4180.9,4231.7,4275,4314.9,4346.7,0,4402.4,4460.6,4496.9,4527.6,4569,4634.8,0,0,0,4701.8,0,4766.4,4805.9,4835.9,0,4897.4,4938.4,4987.4,5021.9,5059.9,5089.6,0,5129.9,5190.9,5234.1,0,0,0,5304.9,5336.5,5370.5
7.1502,27.545,47.933,70.39,109.9,141.63,164.4,189.62,215.7,244.51,284.63,313.32,1374.7,1385.4,1418.2,1547,1549,1592.9,1652.5,1668.6,1934,1985.6,0,2047.8,2158.2,2208.4,2259.1,2324.6,2439.7,2464,2511.3,2605.6,2657.9,2726.5,2734.8,2781.6,2831.3,2872.3,2896.4,2931.9,2961.3,3056.3,3104.3,3133.2,3173.2,3225.8,3261.7,3292.6,3322.4,3389.3,3418.1,3506.8,3554.9,3631.9,3685.5,3775.3,3867.3,3919.5,3990.6,4016.3,4044.6,4090.8,4140.5,4181,4231.7,4275.1,4314.9,4346.8,4369.5,4402.3,4460.7,4496.8,4527.7,4569.1,4634.8,0,4672.6,4681.4,4701.8,4750,4766.4,4805.9,4835.7,4858.2,4897.2,4938.4,4987.5,5021.8,5059.9,5089.6,5104.1,5129.9,5191,5234.1,5259.2,5265.8,0,5305,5336.5,5370.6
7.2626,27.596,47.908,70.452,109.9,141.66,164.52,189.61,215.73,244.6,284.64,313.31,0,0,1418.3,1547.4,1548.8,1593.4,0,0,1933.9,1985.7,0,0,2158.3,0,2259.1,0,2439.8,0,2511.4,2605.7,2657.9,2726.5,0,2781.4,2831.3,0,2896.4,0,0,3056.5,3104.4,3133.2,3173.3,3225.7,3261.7,3292.7,0,0,0,0,3554.7,3631.9,3685.5,3775.3,3867.4,3919.5,3990.6,4016.4,4044.5,4090.9,4140.6,4181,4231.7,4275.1,4314.9,4346.8,0,4402,4460.6,4496.8,4527.7,4569.1,4634.8,0,0,0,4701.7,0,4766.4,4805.9,4835.8,0,4897.3,4938.3,4987.5,5021.9,5060,0,0,5129.8,5190.9,5234.2,0,0,0,5305,5336.6,5370.6
7.2086,27.61,47.889,70.45,109.86,141.69,164.5,189.66,215.77,244.91,284.67,313.45,1374.7,1385.3,1418.1,1547.5,1549,1593.4,0,1668.6,1933.9,1985.4,2015.3,2047.6,2158.1,2208.4,0,2324.4,2439.7,2463.9,2511.1,2605.6,2658.4,2726.5,2734.8,2781.3,2831,2872.3,2896.3,0,2961.1,3056.3,3104.1,0,3173.2,3225.8,3261.6,3292.3,3322.4,3389,3418.1,3506.7,3554.7,3631.7,3685.2,3775.3,3867.1,0,3990.4,4016.2,4044.5,4090.7,4140.4,4180.8,4231.6,4275.1,4315,4346.6,4369.4,4402.1,4460.6,4496.7,4527.6,4568.9,4634.8,4659.4,0,4681.2,4701.7,4750,4766.3,4805.8,4835.6,4858.2,4897.2,4938.3,4987.4,5021.6,5059.7,5089.4,5104,5129.8,5190.7,5234.1,5259.2,5265.7,0,5305,5336.4,5370.5
7.1736,27.531,47.879,70.458,109.88,141.63,164.49,189.61,215.7,244.54,284.56,313.24,0,0,0,1547.4,0,1593.2,0,0,1934.2,1986,0,0,2158.5,0,2259,0,2440,0,2511.6,2605.7,2658,0,0,2781.7,2831.5,0,0,0,0,3056.6,3104.6,0,3173.5,3226,3261.8,3292.8,0,0,0,0,0,3632,3685.7,3775.4,3867.6,3919.6,3990.7,4016.6,4044.7,4091,4140.7,4181.1,4231.9,4275.2,4315.2,4346.9,0,4402.4,4460.8,4497,4527.9,4569.2,4634.9,0,0,0,4701.9,0,4766.6,4806.1,4835.9,0,4897.6,4938.6,4987.6,5022,5060,0,0,5130.1,5191,5234.3,0,0,0,5305.2,5336.7,5370.7
7.2471,27.577,47.935,70.445,109.9,141.69,164.57,189.66,215.76,244.59,284.64,313.43,0,0,0,1547.4,0,1593.4,0,0,1934.2,1986,0,0,2158.5,0,2259.1,0,2440,0,2511.6,2605.7,2658.1,0,0,2781.7,2831.5,0,0,0,0,3056.6,3104.6,0,3173.5,3226,3261.9,3292.7,0,0,0,0,0,3632,3685.7,3775.4,3867.6,3919.6,3990.7,4016.6,4044.7,4091,4140.7,4181.1,4231.9,4275.2,4315.2,4346.9,0,4402.5,4460.8,4497,4527.9,4569.2,4634.9,0,0,0,4701.9,0,4766.6,4806.1,4835.9,0,4897.7,4938.6,4987.6,5022,5060,0,0,5130.1,5191.1,5234.3,0,0,0,5305.2,5336.7,5370.8
7.2188,27.572,47.983,70.462,109.92,141.68,164.53,189.66,215.69,244.6,284.61,313.43,0,0,0,1547.4,1549,1593.4,0,0,1934.2,1985.9,0,0,2158.5,0,2259.1,0,2439.8,0,2511.6,2605.7,2658,0,0,2781.6,2831.5,0,0,0,0,3056.6,3104.5,0,3173.5,3226,3261.9,3292.7,0,0,0,0,0,3631.9,3685.6,3775.4,3867.6,3919.6,3990.7,4016.5,4044.7,4090.9,4140.7,4181.1,4231.8,4275.2,4315.2,4346.9,0,4402.4,4460.8,4496.9,4527.9,4569.2,4634.9,0,0,0,4701.9,0,4766.6,4806.1,4835.9,0,4897.6,4938.6,4987.6,5022,5060,0,0,5130,5191.1,5234.3,0,0,0,5305.2,5336.7,5370.7
