0.99849,0.67195,0.14857,0.32278,0.21569,0.71267,0.63801,0.32428,0.29563,0.3733,0.70664,0.23379,0.47134,0.37104,0.29261,0.20814,0.2911,0.70211,0.26094,0.38084,0.30618,0.23002,0.22398,0.39442,0.30468,0.34465,0.46606,0.24661,0.27753,0.37934,0.71342,0.37104,0.50151,0.69532,0.23982,0.065611,0.27451,0.73152,0.2994,0.41704,0.16742,0.23303,0.23831,0.26848,0.69306,0.76169,0.60709,0.36878,0.36501,0.35219,0.38386,0.63273,0.49397,0.66742,0.23379,0.64781,0.21192,0.22549,0.32579,0.31297,0.27979,0.34238,0.25943,0.14706,0.28356,0.16516,0.21946,0.26923,0.22172,0.32655,0.69985,0.39894,0.18929,0.69231,0.11614,0.22474,0.33107,0.21644,0.63725,0.21493,0.39517,0.22247,0.25943,0.28733,0.32956,0.17195,0.69683,0.20211,0.2089,0.31297,0.14404,0.26471,0.2451,0.28205,0.25566,0.32805,0.18854,0.44042,0.40045,0.38537,0.27451,0.37029,0.20287,0.41176,0.66214,0.44268,0.27149,0.21569,0.69005,0.37858,0.20664,0.16063,0.25189,0.29035,0.25867,0.70965,0.18703,0.18552,0.67345,0.19005,0.26094,0.3733,0.24434,0.17949,0.19683,0.22474,0.41026,0.1546,0.29713,0.11161,0.25415,0.23152,0.25189,0.72549,0.24811,0.26094,0.53394,0.18477,0.40573,0.69834,0.69005,0.18552,0.73529,0.11388,0.15988,0.28884,0.15385,0.33032,0.22926,0.28959,0.26244,0.27451,0.14253,0.45777,0.65762,0.29035,0.25339,0.3552,0.26094,0.4095,0.45173,0.19834,0.39819,0.30769
0.64659,0.9971,0.15022,0.3106,0.20755,0.73585,0.54572,0.35269,0.35776,0.42671,0.84107,0.21843,0.59652,0.3984,0.29463,0.2119,0.373,0.7344,0.3106,0.37591,0.37446,0.26125,0.26125,0.3984,0.33527,0.36067,0.46734,0.2598,0.30552,0.39042,0.80697,0.51016,0.55443,0.73004,0.25399,0.082003,0.29173,0.74383,0.30842,0.41364,0.19884,0.30987,0.2344,0.27141,0.72206,0.81205,0.85704,0.37373,0.41001,0.418,0.45646,0.81713,0.50726,0.7344,0.27213,0.73222,0.21916,0.23657,0.41655,0.36938,0.32946,0.36284,0.33309,0.13933,0.30769,0.19231,0.29971,0.27504,0.23875,0.33817,0.78229,0.6103,0.26705,0.791,0.14949,0.24528,0.36938,0.21988,0.76343,0.2656,0.45646,0.22496,0.33237,0.30261,0.34035,0.19231,0.72206,0.22787,0.25109,0.3447,0.15457,0.31567,0.26415,0.32801,0.27866,0.37591,0.19811,0.5508,0.45283,0.46952,0.32221,0.39332,0.21843,0.48621,0.81495,0.66473,0.30334,0.25835,0.73149,0.31713,0.24891,0.18287,0.27068,0.3164,0.27576,0.86067,0.23222,0.19521,0.76125,0.23004,0.32003,0.34906,0.26197,0.18215,0.22569,0.25181,0.67054,0.16691,0.3701,0.12409,0.29463,0.25472,0.30842,0.84978,0.24238,0.30261,0.64804,0.22496,0.45936,0.83817,0.82438,0.19811,0.7656,0.1357,0.15239,0.34978,0.19594,0.38897,0.28665,0.35123,0.27213,0.2939,0.14659,0.51161,0.71553,0.3643,0.30334,0.39623,0.27576,0.45065,0.48549,0.19739,0.4717,0.37881
0.15451,0.16235,1,0.087059,0.072941,0.1451,0.1498,0.080784,0.080784,0.088627,0.13647,0.087843,0.11686,0.11843,0.065882,0.054118,0.082353,0.16627,0.063529,0.080784,0.083922,0.066667,0.05098,0.097255,0.075294,0.090196,0.11608,0.067451,0.076078,0.072941,0.16471,0.13255,0.15451,0.15529,0.099608,0.040784,0.076863,0.15137,0.076078,0.098824,0.061961,0.063529,0.070588,0.063529,0.15294,0.15608,0.14745,0.10588,0.092549,0.090196,0.090196,0.13647,0.11451,0.15765,0.065882,0.15843,0.054902,0.062745,0.10118,0.068235,0.070588,0.089412,0.073725,0.096471,0.075294,0.061176,0.086275,0.13725,0.066667,0.069804,0.14902,0.12706,0.069804,0.16078,0.081569,0.046275,0.076078,0.05098,0.15608,0.080784,0.087059,0.057255,0.07451,0.06902,0.084706,0.051765,0.16,0.058039,0.067451,0.070588,0.049412,0.09098,0.065882,0.083922,0.1349,0.071373,0.068235,0.16157,0.078431,0.099608,0.083137,0.082353,0.06902,0.099608,0.14902,0.14431,0.11529,0.059608,0.16157,0.1051,0.069804,0.054118,0.062745,0.063529,0.056471,0.16392,0.093333,0.058039,0.15686,0.050196,0.066667,0.10824,0.072157,0.091765,0.067451,0.066667,0.12314,0.082353,0.072157,0.053333,0.062745,0.096471,0.076863,0.15059,0.082353,0.066667,0.12941,0.051765,0.089412,0.16314,0.14588,0.091765,0.15529,0.041569,0.063529,0.088627,0.042353,0.083922,0.060392,0.092549,0.071373,0.075294,0.068235,0.12314,0.16157,0.075294,0.052549,0.080784,0.067451,0.20235,0.11373,0.058039,0.093333,0.097255
0.29909,0.29909,0.077568,0.9993,0.12718,0.37037,0.28721,0.15863,0.18938,0.25996,0.33613,0.12858,0.28442,0.29909,0.14815,0.12159,0.18728,0.41789,0.14885,0.19497,0.19916,0.13557,0.13627,0.22222,0.20405,0.22991,0.24109,0.13627,0.18099,0.16911,0.39413,0.19637,0.29071,0.38505,0.12788,0.055206,0.16911,0.38435,0.15304,0.18099,0.10063,0.15514,0.21593,0.16771,0.36268,0.4116,0.24948,0.27952,0.22432,0.22152,0.26275,0.30398,0.31027,0.37736,0.16212,0.36129,0.13138,0.116,0.20126,0.19916,0.18449,0.21943,0.18588,0.088749,0.20405,0.09993,0.11321,0.18798,0.13417,0.17191,0.37386,0.21034,0.14955,0.36268,0.10552,0.13976,0.22851,0.12159,0.37596,0.13417,0.23829,0.12858,0.17261,0.16003,0.15653,0.14535,0.37037,0.16212,0.12928,0.18309,0.067785,0.14675,0.20335,0.16422,0.22082,0.20475,0.13557,0.22013,0.24389,0.19287,0.14396,0.27603,0.12998,0.19776,0.38085,0.23899,0.12229,0.18029,0.34871,0.13347,0.1202,0.10901,0.15584,0.1789,0.13557,0.36758,0.13697,0.10552,0.36478,0.12648,0.16073,0.20266,0.14326,0.116,0.12509,0.13068,0.22362,0.10133,0.18938,0.06499,0.1768,0.14256,0.13767,0.34591,0.16841,0.15793,0.33613,0.13836,0.22292,0.3508,0.37526,0.13138,0.34591,0.060098,0.097135,0.1768,0.10762,0.18728,0.15514,0.18309,0.19008,0.12928,0.10342,0.29071,0.36618,0.18029,0.16841,0.20475,0.15444,0.24179,0.31726,0.092243,0.22781,0.20126
0.18571,0.18571,0.06039,0.11818,1,0.2013,0.19221,0.12922,0.10974,0.16558,0.18831,0.078571,0.16104,0.12727,0.10974,0.12338,0.14091,0.23052,0.10195,0.13896,0.11429,0.1013,0.10909,0.13701,0.12013,0.13571,0.13506,0.11558,0.12013,0.12662,0.21623,0.12143,0.16234,0.21883,0.1013,0.024675,0.11948,0.21883,0.10779,0.14286,0.070779,0.11688,0.078571,0.13247,0.20844,0.22468,0.16299,0.10584,0.13052,0.13117,0.1487,0.16883,0.15584,0.21558,0.10649,0.18831,0.079221,0.069481,0.11429,0.11688,0.12987,0.13442,0.11364,0.057143,0.10844,0.10455,0.058442,0.095455,0.096753,0.12208,0.19091,0.11558,0.065584,0.20844,0.05,0.1,0.10909,0.09026,0.20325,0.094156,0.14545,0.20779,0.10844,0.10844,0.092857,0.10455,0.20649,0.12532,0.092857,0.11883,0.11753,0.10455,0.11494,0.1513,0.077273,0.13766,0.22338,0.13636,0.12922,0.12987,0.10909,0.11558,0.10455,0.12013,0.1987,0.13442,0.079221,0.10909,0.1987,0.1474,0.074026,0.10065,0.11104,0.12468,0.11883,0.2,0.078571,0.12532,0.20455,0.072727,0.12532,0.12662,0.12078,0.064935,0.16234,0.12403,0.13571,0.072078,0.10714,0.098052,0.11104,0.057792,0.11558,0.18831,0.098701,0.12403,0.19675,0.11364,0.1539,0.20649,0.21364,0.077922,0.1987,0.053896,0.16753,0.12792,0.093506,0.1013,0.096753,0.090909,0.083766,0.13052,0.053247,0.1474,0.20974,0.13117,0.096753,0.13961,0.13442,0.13766,0.13571,0.13766,0.12143,0.10584
0.63636,0.68283,0.12458,0.3569,0.20875,0.99731,0.6303,0.32795,0.36364,0.45859,0.90236,0.25185,0.63838,0.43838,0.34949,0.25522,0.4303,0.86936,0.30572,0.42963,0.37778,0.2734,0.25926,0.41751,0.32862,0.4,0.52121,0.28485,0.30909,0.39327,0.92054,0.40067,0.56162,0.84983,0.26801,0.086869,0.28956,0.89966,0.32997,0.48485,0.18249,0.29764,0.25791,0.27609,0.83771,0.92256,0.6303,0.37778,0.46734,0.42963,0.44646,0.77037,0.54276,0.91044,0.29428,0.85253,0.25387,0.25926,0.44444,0.42963,0.3771,0.41751,0.38182,0.16229,0.33333,0.20875,0.26869,0.25253,0.24714,0.34882,0.85522,0.52525,0.22492,0.86465,0.15825,0.26532,0.40875,0.23098,0.91515,0.2835,0.49966,0.22761,0.38182,0.34815,0.28485,0.19192,0.68148,0.24848,0.26599,0.38182,0.14343,0.26061,0.29697,0.33401,0.26801,0.40808,0.23636,0.53872,0.46599,0.48283,0.28822,0.44848,0.21616,0.50909,0.92929,0.60741,0.32323,0.30505,0.94343,0.38855,0.24579,0.2303,0.31852,0.33603,0.2862,0.91515,0.24848,0.20404,0.89832,0.26734,0.36296,0.40943,0.2862,0.17172,0.26734,0.24377,0.51852,0.16229,0.3798,0.13603,0.2734,0.24646,0.31044,0.88215,0.28081,0.31044,0.74478,0.22559,0.4963,0.88754,0.88418,0.23502,0.84646,0.14545,0.15556,0.3697,0.17912,0.42761,0.28215,0.35084,0.28754,0.27542,0.1697,0.56633,0.88687,0.40202,0.3037,0.433,0.28552,0.433,0.50034,0.21684,0.52525,0.39529
0.61393,0.54572,0.13861,0.29826,0.2148,0.67925,0.99855,0.27068,0.25181,0.34906,0.63861,0.27286,0.43469,0.3926,0.31422,0.22569,0.34543,0.69376,0.25327,0.33454,0.3164,0.22714,0.20682,0.32729,0.23948,0.30842,0.41437,0.22932,0.27866,0.28737,0.67925,0.37591,0.49274,0.6611,0.21263,0.071118,0.27504,0.66473,0.27504,0.38752,0.209,0.21988,0.27504,0.24601,0.68142,0.71408,0.51016,0.36792,0.34615,0.33962,0.35414,0.55515,0.51089,0.6553,0.20755,0.64586,0.18868,0.22642,0.32583,0.3135,0.26125,0.31205,0.25181,0.14804,0.28012,0.18795,0.24311,0.2598,0.22496,0.25835,0.63716,0.38099,0.20174,0.65602,0.14804,0.22496,0.28882,0.21626,0.6582,0.18723,0.34253,0.20827,0.26052,0.28229,0.27431,0.20319,0.69666,0.20174,0.2061,0.28955,0.13788,0.26778,0.25835,0.2627,0.25689,0.32003,0.17779,0.51814,0.35849,0.32511,0.25399,0.40856,0.24311,0.37446,0.63716,0.43759,0.29971,0.21263,0.64949,0.36502,0.20174,0.1807,0.21916,0.2344,0.21553,0.63716,0.23948,0.20827,0.66691,0.19448,0.25689,0.45573,0.23004,0.19376,0.24311,0.17417,0.41509,0.18723,0.30624,0.12119,0.23295,0.209,0.24456,0.62409,0.27794,0.25181,0.54136,0.20029,0.40421,0.66255,0.69594,0.21408,0.63208,0.12264,0.15457,0.29898,0.14731,0.31132,0.21553,0.30479,0.23295,0.27141,0.12554,0.45864,0.62627,0.26633,0.25907,0.2881,0.18868,0.46154,0.39623,0.1894,0.35341,0.29536
0.26942,0.30451,0.064536,0.14223,0.12469,0.30514,0.23371,0.99875,0.21491,0.25125,0.30952,0.092105,0.27005,0.21742,0.19862,0.20301,0.2005,0.32268,0.15727,0.26378,0.19236,0.17293,0.17293,0.21491,0.19987,0.22243,0.22807,0.13346,0.19298,0.23872,0.33772,0.17168,0.23371,0.31391,0.10714,0.036341,0.18045,0.35902,0.151,0.23684,0.075188,0.17293,0.10777,0.16479,0.32331,0.36278,0.28133,0.19298,0.25,0.19737,0.23559,0.27068,0.27569,0.34649,0.17982,0.33459,0.15789,0.10965,0.19612,0.19987,0.16416,0.25,0.19424,0.072682,0.21178,0.14348,0.092105,0.10276,0.13847,0.16855,0.32456,0.20927,0.096491,0.349,0.048872,0.14536,0.17043,0.13784,0.31767,0.15789,0.2688,0.13158,0.2005,0.25689,0.10088,0.099624,0.27632,0.14599,0.16165,0.19799,0.075188,0.11654,0.15476,0.2218,0.11654,0.18609,0.10338,0.19361,0.22682,0.25627,0.16604,0.16165,0.095238,0.2099,0.32143,0.24248,0.092732,0.14098,0.33897,0.13722,0.087719,0.11591,0.15539,0.19236,0.18484,0.33647,0.084586,0.10464,0.3584,0.14286,0.24624,0.15414,0.1604,0.08396,0.10714,0.13033,0.22243,0.068296,0.151,0.08208,0.18421,0.13659,0.15915,0.34837,0.12469,0.15602,0.28008,0.18484,0.26378,0.37218,0.35965,0.097744,0.34336,0.066416,0.091479,0.19612,0.1391,0.22306,0.18108,0.15476,0.12657,0.1817,0.053885,0.23371,0.35088,0.17356,0.19173,0.18296,0.19612,0.15977,0.20363,0.12719,0.21617,0.19486
0.24561,0.3089,0.064536,0.1698,0.10589,0.33835,0.21742,0.21491,1,0.2688,0.34962,0.088346,0.34524,0.19173,0.18922,0.14599,0.2287,0.35902,0.19549,0.26065,0.24875,0.15977,0.17168,0.27945,0.17356,0.20175,0.28509,0.14724,0.20865,0.20551,0.37343,0.16103,0.26316,0.33396,0.14975,0.037594,0.14536,0.37218,0.21867,0.24561,0.12719,0.19486,0.095865,0.15664,0.34273,0.38095,0.28571,0.17293,0.2713,0.21679,0.23747,0.31955,0.26629,0.39098,0.19612,0.38283,0.1391,0.10088,0.19925,0.21491,0.21805,0.27193,0.23872,0.079574,0.1698,0.12093,0.12218,0.1203,0.1203,0.24436,0.39348,0.20426,0.13596,0.40288,0.062657,0.15852,0.17607,0.16416,0.37594,0.18546,0.25815,0.11967,0.21366,0.27882,0.13471,0.10088,0.2688,0.14348,0.16291,0.23622,0.072055,0.12469,0.22556,0.19048,0.13095,0.23308,0.097118,0.19424,0.25501,0.22368,0.14599,0.19549,0.090852,0.24561,0.38221,0.24875,0.10652,0.2005,0.39474,0.15602,0.11028,0.088972,0.22431,0.21491,0.15288,0.40351,0.082707,0.11529,0.37218,0.12782,0.23622,0.15539,0.1485,0.079574,0.11591,0.20739,0.23058,0.077068,0.18672,0.097744,0.20113,0.11153,0.18108,0.35213,0.17732,0.20802,0.34774,0.16165,0.23997,0.40602,0.36905,0.10088,0.36905,0.058897,0.08396,0.23308,0.14286,0.24311,0.19925,0.15226,0.16792,0.15977,0.072055,0.23246,0.37657,0.20113,0.15727,0.22494,0.17105,0.15539,0.27381,0.10526,0.21053,0.24687
0.32143,0.38182,0.073377,0.24156,0.16558,0.44221,0.31234,0.26039,0.27857,1,0.44091,0.12013,0.4487,0.23961,0.28312,0.14481,0.36364,0.45325,0.18701,0.28831,0.27403,0.21429,0.27597,0.29481,0.22857,0.29286,0.28247,0.18247,0.22273,0.26883,0.48377,0.2513,0.29805,0.41494,0.15649,0.047403,0.21429,0.50195,0.21234,0.29481,0.10519,0.26558,0.13117,0.23247,0.44481,0.50779,0.32792,0.2,0.30065,0.29416,0.29805,0.37792,0.33701,0.46688,0.2526,0.52013,0.21818,0.14545,0.24805,0.27013,0.29351,0.28571,0.24026,0.10779,0.20844,0.15455,0.1513,0.16948,0.16688,0.25714,0.5013,0.28312,0.12857,0.48571,0.075325,0.18896,0.24156,0.25,0.47792,0.20584,0.34026,0.16299,0.25649,0.2474,0.14805,0.13506,0.34286,0.21494,0.26623,0.23766,0.11429,0.15325,0.2513,0.32273,0.1461,0.2487,0.14481,0.29091,0.32013,0.2974,0.1487,0.25325,0.13312,0.33442,0.49026,0.35065,0.13896,0.23896,0.47597,0.1974,0.13182,0.12857,0.22662,0.25909,0.17792,0.50195,0.12597,0.13896,0.47987,0.27662,0.28506,0.20649,0.22857,0.094805,0.1461,0.19156,0.32403,0.090909,0.27468,0.11169,0.30195,0.16039,0.27143,0.42208,0.16104,0.28636,0.45779,0.17857,0.34221,0.52208,0.50649,0.13052,0.48766,0.077922,0.10714,0.32078,0.15584,0.28247,0.21753,0.20584,0.22078,0.18831,0.083117,0.28701,0.47857,0.23636,0.25195,0.22792,0.20714,0.22987,0.3,0.12208,0.32013,0.38312
