0.99782,0.70827,0.48331,0.52322,0.71916,0.58999,0.52104,0.65675,0.54209,0.69884,0.70029,0.74238,0.48403,0.73948,0.57547,0.54354,0.5508,0.6836,0.7402,0.57112,0.51742,0.47388,0.71771,0.56749,0.64731,0.67779,0.67997,0.65893,0.64006,0.67997,0.43977,0.59579,0.65675,0.6582,0.70174,0.64804,0.7373,0.67489,0.67779,0.69739,0.69884,0.62917,0.59434,0.61321,0.70392,0.69594,0.68287,0.65385,0.7656,0.69303,0.65965,0.54862,0.57184,0.6894,0.69086,0.64369,0.49202,0.55152,0.63062,0.64804,0.64949,0.53193,0.63353,0.59361,0.61829,0.60958,0.57765,0.59434,0.64804,0.6299,0.57983,0.60087,0.67417,0.42961,0.62046,0.66909,0.64006,0.59071,0.5791,0.35631,0.64731,0.6865,0.56821,0.60015,0.54354,0.62119,0.65312,0.48258,0.55878,0.6611,0.58708,0.55588,0.50653,0.57184,0.66328,0.6894,0.40276,0.61974,0.61321,0.56241,0.49057,0.64804,0.37446,0.27866,0.38099,0.30987,0.040639,0.37373,0.43324,0.56604,0.61103,0.62772,0.64369,0.68215,0.5312,0.49855,0.20319,0.63788,0.26778,0.65675,0.1553,0.65602,0.64006,0.60232,0.61611,0.28374,0.66981,0.26125,0.70174,0.59942,0.51451,0.44194,0.38099,0.29898,0.41509
0.65724,0.99933,0.68215,0.69966,0.85455,0.7771,0.66801,0.833,0.65589,0.86061,0.81549,0.60741,0.68013,0.83838,0.75556,0.69562,0.74747,0.80337,0.85657,0.79461,0.70842,0.65993,0.84916,0.6936,0.82424,0.82963,0.80404,0.80067,0.80808,0.9165,0.58519,0.80943,0.79865,0.76364,0.79394,0.83502,0.86061,0.77306,0.77778,0.88148,0.84848,0.81818,0.73737,0.73872,0.84916,0.83367,0.80404,0.78653,0.86263,0.82694,0.85051,0.69764,0.68081,0.82694,0.76902,0.77374,0.60875,0.64848,0.78855,0.76431,0.77778,0.71111,0.84714,0.68822,0.80135,0.7899,0.69158,0.74882,0.77306,0.74882,0.73872,0.76027,0.81279,0.52391,0.77374,0.86532,0.75825,0.76566,0.75084,0.4101,0.84646,0.85387,0.71582,0.7037,0.75084,0.76296,0.72929,0.57037,0.68418,0.78316,0.70976,0.7165,0.72189,0.81347,0.80269,0.82626,0.51111,0.75219,0.74074,0.66667,0.66801,0.7798,0.48754,0.35084,0.48215,0.39798,0.041077,0.49293,0.58384,0.72727,0.75556,0.71717,0.80539,0.81616,0.72323,0.75354,0.23771,0.74276,0.31785,0.84646,0.14949,0.86397,0.86263,0.7899,0.81751,0.35354,0.86667,0.34411,0.83165,0.74007,0.61077,0.59933,0.48822,0.40404,0.50707
0.43247,0.65779,0.99935,0.75584,0.61039,0.56234,0.64545,0.5974,0.65714,0.58701,0.58442,0.43377,0.68636,0.62273,0.70844,0.68896,0.67922,0.57273,0.61429,0.74675,0.6513,0.65844,0.55584,0.53506,0.60779,0.62597,0.55714,0.54156,0.61753,0.65584,0.58831,0.62273,0.61818,0.55909,0.57338,0.62078,0.65779,0.58312,0.57078,0.66039,0.6026,0.54935,0.58117,0.6,0.62792,0.63377,0.58766,0.56753,0.62532,0.62078,0.58182,0.51494,0.48571,0.57468,0.54675,0.54221,0.5961,0.61299,0.6039,0.55325,0.55974,0.51688,0.58701,0.48701,0.6039,0.57208,0.50455,0.59935,0.5474,0.53831,0.61234,0.53506,0.53377,0.55909,0.6013,0.66883,0.54351,0.50455,0.47338,0.3987,0.59221,0.54481,0.58961,0.52532,0.57922,0.53831,0.48766,0.43052,0.47857,0.54091,0.55584,0.53117,0.5013,0.57208,0.54935,0.55714,0.55844,0.52922,0.53831,0.50584,0.63247,0.57468,0.41688,0.34545,0.45714,0.33766,0.04026,0.4461,0.56169,0.50325,0.60519,0.56883,0.55325,0.59221,0.55909,0.68117,0.25195,0.53442,0.31558,0.57013,0.12403,0.61104,0.65714,0.59286,0.61818,0.40779,0.55974,0.39221,0.60325,0.56623,0.6039,0.60584,0.41818,0.31948,0.54221
0.46818,0.67468,0.75584,0.9987,0.68247,0.60519,0.73831,0.62922,0.75,0.63831,0.66429,0.43442,0.75065,0.68636,0.80584,0.77857,0.75649,0.60195,0.65455,0.8487,0.72922,0.76623,0.63247,0.57468,0.65584,0.70714,0.66169,0.5974,0.66429,0.70195,0.63961,0.66688,0.68442,0.57338,0.62597,0.63117,0.70649,0.63506,0.62143,0.65974,0.7013,0.66104,0.62468,0.60779,0.71688,0.65649,0.63831,0.64351,0.67662,0.68117,0.63377,0.61364,0.52857,0.61429,0.56688,0.59545,0.71299,0.69545,0.67597,0.58052,0.5974,0.49026,0.62597,0.52727,0.63506,0.68182,0.53182,0.64026,0.57662,0.62792,0.60909,0.6026,0.61234,0.53182,0.62922,0.74805,0.66818,0.56169,0.49221,0.40844,0.67338,0.62922,0.63312,0.53831,0.6513,0.58182,0.59805,0.43896,0.6013,0.62468,0.5961,0.59545,0.58182,0.59675,0.63312,0.6474,0.59481,0.56104,0.60909,0.58571,0.71494,0.68377,0.41104,0.35909,0.46818,0.3474,0.037662,0.46299,0.5461,0.56299,0.6474,0.56039,0.54481,0.63571,0.59221,0.74351,0.2961,0.63247,0.33831,0.63636,0.12987,0.67597,0.69481,0.63247,0.65195,0.43636,0.58247,0.40779,0.66494,0.6,0.68117,0.74026,0.4487,0.34416,0.49416
0.64351,0.82403,0.61039,0.68247,0.9987,0.71818,0.6474,0.74805,0.68896,0.8,0.81558,0.59156,0.64286,0.83117,0.66948,0.67922,0.63571,0.79026,0.84481,0.72078,0.66623,0.63571,0.88831,0.67792,0.83312,0.89286,0.79545,0.75909,0.78506,0.85325,0.57273,0.76299,0.83636,0.70325,0.82987,0.76948,0.88182,0.79675,0.77792,0.81948,0.82143,0.7987,0.72922,0.68701,0.83766,0.73442,0.75,0.77597,0.83182,0.73506,0.87468,0.69156,0.69091,0.76299,0.74416,0.74805,0.5474,0.64935,0.82532,0.75779,0.78831,0.6474,0.79351,0.65519,0.7526,0.74026,0.71948,0.76299,0.72987,0.7987,0.7487,0.76558,0.74351,0.48961,0.7987,0.83831,0.73896,0.8013,0.65779,0.38571,0.83117,0.80844,0.69286,0.71818,0.70195,0.73247,0.74286,0.5487,0.72857,0.78701,0.7013,0.6987,0.6526,0.72662,0.78571,0.79221,0.46818,0.74675,0.73182,0.68831,0.63117,0.82597,0.42208,0.33312,0.45,0.3474,0.040909,0.44026,0.50779,0.69091,0.73571,0.69675,0.7539,0.78052,0.72662,0.66299,0.2487,0.70779,0.27857,0.77597,0.14675,0.80844,0.80909,0.73961,0.7461,0.33506,0.83701,0.31234,0.8526,0.71234,0.58961,0.53506,0.42078,0.38766,0.48701
0.52792,0.74935,0.56234,0.60519,0.71818,0.99805,0.6026,0.74416,0.55974,0.7513,0.75974,0.52013,0.57078,0.72662,0.6974,0.64091,0.62468,0.63506,0.70065,0.70195,0.67532,0.63701,0.6974,0.61364,0.77662,0.75584,0.71948,0.73312,0.75455,0.76039,0.51558,0.70779,0.74286,0.69091,0.68571,0.76558,0.73636,0.75844,0.63766,0.74286,0.69675,0.75649,0.56104,0.63701,0.68117,0.67987,0.73052,0.70065,0.73377,0.7487,0.72987,0.67857,0.58247,0.78117,0.68117,0.75455,0.5526,0.56364,0.69026,0.67273,0.75649,0.6539,0.70455,0.62727,0.73377,0.6013,0.63571,0.60844,0.68766,0.71429,0.78182,0.70065,0.67792,0.48571,0.64805,0.73506,0.66558,0.66299,0.58701,0.36623,0.72857,0.73312,0.6474,0.67078,0.66039,0.65195,0.66818,0.51818,0.63701,0.64545,0.65455,0.67532,0.62922,0.64286,0.73247,0.66753,0.42273,0.64805,0.72922,0.61948,0.58636,0.69351,0.40909,0.3461,0.4513,0.43377,0.051299,0.39545,0.49675,0.62273,0.6526,0.67662,0.67792,0.69805,0.63442,0.63377,0.2487,0.72143,0.30065,0.73442,0.17403,0.75649,0.76429,0.66558,0.71364,0.3461,0.74545,0.37792,0.68117,0.61623,0.54416,0.54026,0.3974,0.37857,0.3987
0.50175,0.69322,0.69462,0.79455,0.69672,0.6485,0.9972,0.62124,0.78197,0.67086,0.63592,0.44724,0.74354,0.65618,0.84696,0.78057,0.77358,0.59958,0.70999,0.79734,0.81901,0.77987,0.61216,0.57792,0.62474,0.70091,0.63802,0.61915,0.64221,0.66387,0.6492,0.63312,0.63452,0.60936,0.62614,0.63522,0.67156,0.6443,0.60447,0.69532,0.67785,0.61985,0.66108,0.5905,0.73026,0.67365,0.66597,0.63382,0.66946,0.68064,0.68414,0.57163,0.50664,0.63173,0.59748,0.64081,0.73026,0.73655,0.67365,0.56045,0.59888,0.5304,0.64081,0.56464,0.60657,0.67505,0.55066,0.62055,0.61426,0.61216,0.59679,0.60936,0.62264,0.57652,0.62474,0.74633,0.63941,0.53249,0.49406,0.39693,0.63103,0.61565,0.61775,0.53878,0.59259,0.5877,0.54507,0.48218,0.56883,0.63871,0.59119,0.63173,0.52551,0.61495,0.64361,0.62683,0.60238,0.61565,0.57233,0.54507,0.68344,0.66876,0.40601,0.34871,0.46191,0.38644,0.057303,0.5297,0.53809,0.5318,0.57512,0.58491,0.55695,0.63732,0.56534,0.75961,0.32774,0.62963,0.36618,0.63662,0.12509,0.69392,0.72048,0.65199,0.74423,0.43955,0.60797,0.40391,0.69462,0.5884,0.77848,0.68973,0.50384,0.40042,0.55346
0.63242,0.86443,0.64291,0.67715,0.80503,0.80084,0.62124,0.9986,0.61286,0.81062,0.87491,0.60727,0.63941,0.87701,0.72956,0.68763,0.68553,0.82879,0.84067,0.73725,0.66876,0.61146,0.79665,0.72397,0.87561,0.83089,0.80224,0.80922,0.80713,0.9406,0.57233,0.83159,0.75192,0.77568,0.74703,0.80922,0.83019,0.83368,0.76171,0.90496,0.80853,0.75961,0.7079,0.74563,0.83229,0.76799,0.79036,0.78267,0.83019,0.77219,0.85255,0.74563,0.65409,0.80433,0.80154,0.77428,0.57023,0.56744,0.83298,0.75542,0.79595,0.67435,0.79665,0.62264,0.84207,0.78896,0.67994,0.73585,0.76171,0.7659,0.75821,0.73375,0.80992,0.48847,0.72397,0.85535,0.75542,0.74144,0.65898,0.40112,0.77708,0.83089,0.67156,0.74773,0.72187,0.69602,0.69881,0.61845,0.74493,0.7673,0.69602,0.70021,0.61705,0.72816,0.77638,0.77079,0.46471,0.75052,0.73026,0.61216,0.63382,0.75751,0.41789,0.33892,0.44305,0.40252,0.049616,0.45912,0.54018,0.68693,0.71209,0.7065,0.78546,0.79595,0.68693,0.69881,0.26834,0.74284,0.32984,0.75751,0.15304,0.77428,0.80643,0.72746,0.78686,0.36338,0.78057,0.37806,0.86723,0.69951,0.57792,0.54368,0.42767,0.38994,0.49057
0.50303,0.65589,0.68148,0.77778,0.71448,0.58047,0.75354,0.59057,1,0.61818,0.63098,0.43636,0.69697,0.6202,0.77374,0.7697,0.68822,0.58923,0.66263,0.79933,0.75623,0.69832,0.57912,0.5771,0.60337,0.65589,0.66397,0.55556,0.61481,0.62896,0.60808,0.60673,0.61684,0.59259,0.61886,0.60673,0.66465,0.59192,0.61077,0.64242,0.63434,0.61818,0.61279,0.59461,0.71448,0.65185,0.6303,0.57576,0.66936,0.61953,0.66397,0.49899,0.53468,0.56566,0.58586,0.56162,0.67205,0.72458,0.61414,0.56364,0.56162,0.49024,0.64175,0.49966,0.56566,0.62088,0.52458,0.58316,0.56229,0.60539,0.5468,0.56431,0.58047,0.51852,0.61145,0.72256,0.62424,0.56431,0.51852,0.39192,0.66397,0.63502,0.57441,0.52391,0.56498,0.58519,0.55758,0.42828,0.53737,0.64512,0.57306,0.61684,0.51515,0.55488,0.61414,0.59529,0.55556,0.56768,0.567,0.54007,0.67811,0.62222,0.39596,0.34074,0.4229,0.33939,0.045118,0.48148,0.57441,0.54209,0.57845,0.54613,0.53131,0.6202,0.58721,0.6963,0.26397,0.59394,0.3798,0.60673,0.12862,0.62559,0.66734,0.63165,0.65859,0.40808,0.58586,0.3596,0.65859,0.57845,0.71785,0.66397,0.41684,0.35758,0.49024
0.64848,0.86061,0.60875,0.66195,0.82963,0.77912,0.64646,0.78114,0.61818,0.99798,0.76768,0.60875,0.633,0.81279,0.75421,0.67677,0.68889,0.78114,0.7899,0.75152,0.7064,0.60808,0.83838,0.67003,0.78586,0.87071,0.79125,0.77037,0.81549,0.8229,0.57239,0.7569,0.80269,0.79461,0.80943,0.81481,0.84916,0.84377,0.76498,0.86869,0.83367,0.83098,0.65051,0.66599,0.85859,0.80943,0.79663,0.80337,0.87138,0.77845,0.87138,0.70505,0.68822,0.77508,0.78519,0.75825,0.60606,0.67475,0.83906,0.77508,0.78249,0.69697,0.78316,0.64579,0.82694,0.68013,0.64916,0.74209,0.79125,0.78384,0.75421,0.75892,0.8229,0.46801,0.81212,0.85253,0.70168,0.70909,0.66263,0.35219,0.80673,0.78519,0.72862,0.71044,0.70774,0.73872,0.68687,0.60606,0.72997,0.75758,0.75017,0.66532,0.65993,0.70168,0.78316,0.72593,0.45993,0.77104,0.74411,0.6431,0.60673,0.81684,0.42424,0.29764,0.4734,0.37239,0.045791,0.46599,0.47542,0.69832,0.69764,0.67946,0.83232,0.80943,0.6734,0.66397,0.22626,0.74747,0.30101,0.80539,0.1569,0.80875,0.83165,0.73872,0.81751,0.36229,0.8229,0.35488,0.8202,0.72121,0.58249,0.5367,0.45859,0.33872,0.4835
