0.9977,0.0022989,0.089655,0.38851,0.034483,0.03908,0.027586,0.61149,0.029885,0.66897,0.025287,0.10805,0.05977,0.13103,0.17701,0.6092,0.027586,0.018391,0.029885,0.28506,0.05977,0.089655,0.48966,0.0068966,0.055172,0.11954,0.15632,0.28736,0.0091954,0.082759,0.47126,0.022989,0.016092,0.094253,0.17701,0.091954,0.48046,0.0091954,0.016092,0.071264,0.10115,0.16552,0.46667,0.46897,0.57011,0.03908,0.057471,0.12184,0.14483,0.018391,0.52414,0.022989,0.062069,0.036782,0.15632,0.41609,0.016092,0.018391,0.045977,0.089655,0.078161,0.23908,0.03908,0.57931,0.0091954,0.022989,0.073563,0.12874,0.44368,0.0068966,0.35402,0.013793,0.0091954,0.057471,0.15402,0.22299,0.64138,0.0045977,0.034483,0.089655,0.094253,0.066667,0.17011,0.26437,0.062069,0.49885,0.4,0.0045977,0.032184,0.11494,0.18161,0.21609,0.034483,0.58161,0.036782,0.045977,0.089655,0.11034,0.11724,0.37931,0.0068966,0.029885,0.034483,0.13103,0.31034,0.52644,0.011494,0.098851,0.17471,0.26667,0.10805,0.62299,0.05977,0.048276,0.13103,0.14023,0.52874,0.027586,0.68506,0.02069,0.073563,0.12644,0.15632,0.36782,0.02069,0.071264,0.10115,0.46207,0.31494,0.027586,0.10345,0.32644,0.018391,0.24828,0.34253,0.029885,0.12414,0.3931,0.45977,0.018391,0.096552,0.25747,0.066667
0.1,1,0.3,0.5,0.1,0.6,0.1,0.3,0.3,0.6,0,0.1,0.1,0.3,0.3,0.6,0.1,0.3,0.1,0.1,0.5,0.3,0.5,0,0.2,0.3,0.5,0.6,0,0.3,0,0.1,0.1,0.3,0.5,0.1,0.3,0.1,0,0.6,0.3,0.2,0.3,0.3,0.6,0,0.1,0.3,0.3,0.1,0.1,0.1,0.3,0.5,0.2,0.6,0.1,0.1,0,0.3,0.1,0.3,0,0.3,0.3,0.3,0,0.3,0.6,0,0.3,0.1,0,0,0.4,0.3,0.5,0,0.1,0.5,0.2,0.3,0.6,0.3,0.3,0.1,0.6,0,0.1,0.6,0.3,0.3,0.3,0.6,0,0.1,0.2,0.6,0.3,0.3,0.1,0,0.1,0.6,0.3,0.3,0.1,0.2,0.5,0.6,0.2,0.6,0.3,0.1,0.3,0.1,0.5,0.2,0.6,0.1,0.1,0.5,0.3,0.3,0,0.1,0.1,0.5,0.1,0.1,0.3,0.3,0,0.3,0.3,0.1,0.1,0.5,0.6,0.1,0.1,0.1,0.1
0.28676,0.022059,0.99265,0.51471,0.058824,0.10294,0.13235,0.47794,0.13235,0.46324,0.11765,0.375,0.19118,0.42647,0.36765,0.45588,0.16176,0.16176,0.21324,0.28676,0.25,0.33088,0.38235,0.051471,0.24265,0.44118,0.41912,0.32353,0.036765,0.23529,0.13971,0.19118,0.13971,0.29412,0.36029,0.27206,0.33824,0.066176,0.088235,0.25,0.29412,0.49265,0.33088,0.42647,0.52206,0.16912,0.18382,0.18382,0.30882,0.073529,0.27941,0.095588,0.22059,0.17647,0.26471,0.41912,0.095588,0.11029,0.13235,0.22059,0.25735,0.36029,0.080882,0.39706,0.066176,0.14706,0.088235,0.33824,0.42647,0.058824,0.15441,0.066176,0.051471,0.23529,0.38235,0.49265,0.49265,0.044118,0.22794,0.34559,0.22794,0.23529,0.40441,0.38971,0.27941,0.33088,0.46324,0.044118,0.20588,0.25735,0.41912,0.40441,0.16912,0.59559,0.13235,0.16176,0.25,0.36029,0.23529,0.28676,0.066176,0.13235,0.13971,0.375,0.63971,0.27206,0.022059,0.45588,0.54412,0.45588,0.16176,0.46324,0.36765,0.095588,0.30147,0.17647,0.44853,0.11765,0.56618,0.10294,0.24265,0.27941,0.27941,0.48529,0.22794,0.24265,0.20588,0.52206,0.40441,0.073529,0.25735,0.54412,0.10294,0.28676,0.34559,0.11029,0.23529,0.47059,0.48529,0.10294,0.17647,0.42647,0.15441
0.44709,0.013228,0.18519,0.99471,0.074074,0.074074,0.092593,0.72751,0.089947,0.71958,0.060847,0.21958,0.13757,0.28042,0.31481,0.70635,0.071429,0.095238,0.11905,0.28042,0.15608,0.2037,0.66402,0.018519,0.1164,0.2328,0.33069,0.54233,0.029101,0.1455,0.42593,0.07672,0.058201,0.20106,0.37831,0.21429,0.66138,0.055556,0.058201,0.12434,0.24603,0.36243,0.58201,0.64815,0.53968,0.12963,0.11905,0.24339,0.25661,0.084656,0.58201,0.042328,0.13757,0.12169,0.20899,0.72751,0.055556,0.050265,0.071429,0.17196,0.18519,0.4709,0.039683,0.74603,0.039683,0.074074,0.14021,0.33333,0.43386,0.021164,0.43386,0.026455,0.034392,0.15873,0.33069,0.41534,0.75661,0.02381,0.074074,0.18783,0.19577,0.21693,0.32804,0.44709,0.10317,0.35979,0.56349,0.026455,0.066138,0.2381,0.2963,0.33598,0.074074,0.80159,0.071429,0.095238,0.16931,0.30952,0.21429,0.57672,0.034392,0.10053,0.092593,0.2328,0.46561,0.5291,0.021164,0.21693,0.35979,0.35714,0.15873,0.84656,0.15608,0.12434,0.23545,0.25926,0.67989,0.066138,0.69312,0.042328,0.17989,0.32804,0.28307,0.57672,0.058201,0.079365,0.19841,0.53968,0.43915,0.082011,0.21958,0.56349,0.058201,0.30688,0.60847,0.039683,0.18254,0.56878,0.57407,0.044974,0.16402,0.43122,0.12963
0.33333,0.022222,0.17778,0.62222,1,0.2,0.088889,0.73333,0.42222,0.68889,0.31111,0.48889,0.28889,0.28889,0.73333,0.75556,0.22222,0.24444,0.22222,0.15556,0.53333,0.33333,0.73333,0.088889,0.2,0.44444,0.35556,0.55556,0.044444,0.4,0.26667,0.15556,0.088889,0.33333,0.57778,0.82222,0.6,0.13333,0.33333,0.17778,0.62222,0.48889,0.48889,0.51111,0.53333,0.33333,0.53333,0.46667,0.68889,0.24444,0.28889,0.2,0.11111,0.15556,0.55556,0.6,0.2,0.24444,0.22222,0.48889,0.26667,0.75556,0.22222,0.71111,0.022222,0.15556,0.2,0.62222,0.48889,0.066667,0.51111,0.044444,0.17778,0.22222,0.8,0.71111,0.62222,0.13333,0.24444,0.44444,0.37778,0.48889,0.6,0.48889,0.42222,0.4,0.53333,0.022222,0.22222,0.51111,0.51111,0.53333,0.11111,0.64444,0.22222,0.46667,0.37778,0.66667,0.35556,0.55556,0.066667,0.33333,0.33333,0.51111,0.86667,0.44444,0.088889,0.46667,0.4,0.51111,0.33333,0.64444,0.26667,0.53333,0.31111,0.28889,0.46667,0.35556,0.51111,0.066667,0.26667,0.62222,0.57778,0.62222,0.13333,0.15556,0.44444,0.37778,0.53333,0.13333,0.53333,0.6,0.11111,0.44444,0.82222,0.2,0.15556,0.57778,0.64444,0.2,0.15556,0.51111,0.26667
0.21795,0.076923,0.17949,0.35897,0.11538,1,0.051282,0.32051,0.12821,0.39744,0.025641,0.12821,0.12821,0.17949,0.37179,0.32051,0.076923,0.19231,0.076923,0.10256,0.38462,0.25641,0.34615,0.038462,0.23077,0.20513,0.33333,0.37179,0.038462,0.25641,0.038462,0.17949,0.051282,0.21795,0.29487,0.19231,0.28205,0.12821,0.076923,0.32051,0.53846,0.25641,0.32051,0.30769,0.35897,0.064103,0.21795,0.29487,0.25641,0.11538,0.19231,0.025641,0.16667,0.14103,0.26923,0.30769,0.051282,0.14103,0.012821,0.26923,0.11538,0.34615,0.038462,0.38462,0.11538,0.10256,0.089744,0.47436,0.34615,0.012821,0.20513,0.038462,0.012821,0.025641,0.39744,0.47436,0.38462,0,0.076923,0.25641,0.14103,0.15385,0.34615,0.35897,0.15385,0.15385,0.37179,0.025641,0.038462,0.29487,0.34615,0.38462,0.089744,0.44872,0.076923,0.11538,0.20513,0.46154,0.15385,0.25641,0.038462,0.038462,0.076923,0.37179,0.46154,0.26923,0.089744,0.26923,0.39744,0.28205,0.16667,0.48718,0.14103,0.12821,0.21795,0.16667,0.29487,0.038462,0.37179,0.051282,0.20513,0.28205,0.20513,0.37179,0.064103,0.076923,0.17949,0.30769,0.32051,0.051282,0.14103,0.38462,0.11538,0.15385,0.35897,0.064103,0.24359,0.26923,0.5,0.089744,0.41026,0.21795,0.12821
0.15385,0.012821,0.23077,0.44872,0.051282,0.051282,1,0.39744,0.14103,0.47436,0.076923,0.14103,0.14103,0.38462,0.33333,0.35897,0.089744,0.12821,0.24359,0.19231,0.19231,0.33333,0.4359,0.076923,0.038462,0.41026,0.26923,0.35897,0.051282,0.35897,0.17949,0.15385,0.16667,0.39744,0.25641,0.25641,0.32051,0.15385,0.10256,0.20513,0.29487,0.42308,0.44872,0.38462,0.35897,0.14103,0.19231,0.21795,0.42308,0.064103,0.34615,0.064103,0.14103,0.12821,0.30769,0.44872,0.089744,0.051282,0.076923,0.25641,0.26923,0.44872,0.16667,0.46154,0.14103,0.12821,0.10256,0.48718,0.39744,0.012821,0.20513,0.012821,0.051282,0.21795,0.30769,0.44872,0.42308,0.051282,0.26923,0.21795,0.24359,0.25641,0.44872,0.34615,0.15385,0.23077,0.32051,0.038462,0.17949,0.28205,0.35897,0.42308,0.16667,0.44872,0.14103,0.089744,0.28205,0.24359,0.34615,0.25641,0.064103,0.11538,0.076923,0.28205,0.39744,0.17949,0.076923,0.26923,0.34615,0.25641,0.38462,0.47436,0.14103,0.19231,0.11538,0.25641,0.25641,0.076923,0.34615,0.12821,0.34615,0.28205,0.34615,0.38462,0.064103,0.20513,0.24359,0.30769,0.35897,0.089744,0.17949,0.30769,0.051282,0.25641,0.33333,0.10256,0.076923,0.41026,0.30769,0.076923,0.19231,0.30769,0.10256
0.57204,0.0064516,0.13978,0.5914,0.070968,0.053763,0.066667,0.9957,0.073118,0.78495,0.043011,0.12688,0.07957,0.15484,0.2172,0.67527,0.064516,0.064516,0.077419,0.26882,0.098925,0.13978,0.58065,0.017204,0.083871,0.1828,0.22581,0.47527,0.015054,0.11398,0.42581,0.058065,0.047312,0.14624,0.28817,0.1828,0.58495,0.032258,0.047312,0.090323,0.16989,0.25591,0.58065,0.61075,0.5871,0.066667,0.094624,0.16129,0.23441,0.049462,0.56989,0.034409,0.096774,0.066667,0.20645,0.52043,0.045161,0.04086,0.060215,0.18065,0.13333,0.35269,0.058065,0.7914,0.030108,0.073118,0.094624,0.24516,0.47527,0.021505,0.44946,0.012903,0.019355,0.11828,0.24301,0.32903,0.75484,0.017204,0.075269,0.14409,0.11828,0.14624,0.22581,0.26882,0.10108,0.45591,0.52688,0.012903,0.058065,0.14194,0.26022,0.28387,0.070968,0.74839,0.053763,0.094624,0.12258,0.19355,0.17634,0.56344,0.025806,0.073118,0.060215,0.15484,0.4043,0.56774,0.021505,0.17204,0.23011,0.34839,0.16774,0.73118,0.10968,0.070968,0.16344,0.18925,0.52258,0.055914,0.85376,0.03871,0.15699,0.2172,0.24946,0.51183,0.049462,0.10108,0.16559,0.52258,0.42151,0.047312,0.13118,0.46237,0.034409,0.31613,0.54839,0.045161,0.12043,0.46022,0.6172,0.049462,0.13548,0.33978,0.083871
0.23636,0.054545,0.32727,0.61818,0.34545,0.18182,0.2,0.61818,1,0.67273,0.27273,0.23636,0.18182,0.50909,0.78182,0.61818,0.21818,0.38182,0.30909,0.23636,0.56364,0.63636,0.58182,0.072727,0.27273,0.6,0.38182,0.4,0.036364,0.27273,0.12727,0.25455,0.10909,0.50909,0.41818,0.38182,0.49091,0.10909,0.2,0.4,0.6,0.54545,0.50909,0.50909,0.47273,0.25455,0.25455,0.52727,0.50909,0.18182,0.30909,0.18182,0.25455,0.29091,0.52727,0.67273,0.29091,0.12727,0.054545,0.70909,0.25455,0.74545,0.2,0.6,0.14545,0.27273,0.27273,0.58182,0.36364,0.054545,0.32727,0.036364,0.14545,0.10909,0.56364,0.6,0.63636,0.18182,0.27273,0.30909,0.36364,0.34545,0.50909,0.49091,0.27273,0.2,0.58182,0.054545,0.27273,0.67273,0.6,0.45455,0.27273,0.6,0.16364,0.36364,0.50909,0.65455,0.34545,0.47273,0.12727,0.18182,0.25455,0.50909,0.50909,0.32727,0.27273,0.36364,0.49091,0.52727,0.29091,0.56364,0.27273,0.38182,0.18182,0.29091,0.4,0.25455,0.41818,0.16364,0.2,0.58182,0.65455,0.58182,0.16364,0.27273,0.34545,0.43636,0.49091,0.14545,0.56364,0.41818,0.16364,0.30909,0.58182,0.27273,0.10909,0.50909,0.61818,0.10909,0.2,0.36364,0.27273
0.51872,0.010695,0.1123,0.48485,0.055258,0.055258,0.065954,0.65062,0.065954,0.99822,0.044563,0.12834,0.083779,0.19608,0.21747,0.60963,0.044563,0.055258,0.067736,0.20499,0.10517,0.13547,0.56328,0.016043,0.080214,0.15865,0.23351,0.36542,0.023173,0.11408,0.32442,0.053476,0.042781,0.14617,0.2959,0.15686,0.47237,0.035651,0.037433,0.098039,0.14617,0.23351,0.51872,0.5098,0.47059,0.064171,0.099822,0.1533,0.21569,0.046346,0.56506,0.026738,0.098039,0.078431,0.1943,0.5205,0.037433,0.042781,0.062389,0.14439,0.12656,0.32264,0.058824,0.65419,0.023173,0.051693,0.087344,0.19608,0.39037,0.012478,0.37077,0.017825,0.016043,0.089127,0.19073,0.32086,0.64349,0.017825,0.067736,0.14082,0.10695,0.10695,0.23173,0.30125,0.092692,0.32799,0.48128,0.010695,0.051693,0.15865,0.24599,0.29234,0.049911,0.65775,0.049911,0.076649,0.11052,0.18004,0.17112,0.55258,0.023173,0.064171,0.048128,0.16399,0.39394,0.45098,0.02139,0.17112,0.25312,0.32086,0.15508,0.74688,0.087344,0.078431,0.15686,0.17825,0.51159,0.058824,0.63636,0.032086,0.14082,0.21034,0.23708,0.46346,0.02852,0.11408,0.1426,0.48128,0.36364,0.035651,0.14795,0.46702,0.032086,0.23708,0.48485,0.030303,0.12299,0.42959,0.59002,0.032086,0.1123,0.34046,0.092692
