0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.111,24.726,48.595,63.955,65.645,87.48,89.613,255.42,268.65,270.46,286.16,288.1,301.35,0,310.17,311.79,324.35,0,342.17,0,357.02,358.57,374.24,390.41,0,408.3,410.11,435.89,706.05,706.95,719.38,731.72,733.05,749.34,751.66,767.42,783.48,784.89,798.94,815.78,830.44,0,851.64,866.18,867.94,1215.9,1218,1219.2,1234.8,0,1248,1249.8,1262.1,1274.4,1276.1,1291.1,1294.9,0,1308.7,1322.8,1324.6,1770.5,0,1773.2,1787.5,1789.7,1805.1,1816.6,0,1830.3,1832.3,1845.3,1847.2,1863.5,1884.6,1918.5,0,2195.2,0,2198.8,2245.2,2257.2,2259.3,2276.6,2292.3,2304.6,0,2323.1,2347.6,2363.9,0,2397.6,2399.3,2674.9,2676.5,2723.8,2736.7,2738.3,2756,0,2771.2,0,2784.6,0,2800.7,2830.6,3319.5,3320.4,3322.8,3339.4,3351.4,0,3367.8,0,3382.4,3394.6,0,3411.7,3413.3,3426.8,3439.6,3453.3,3988.3,0,3991.6,4006,0,4023,4024.7,4040.7,4042.6,4057.7,4072.8,4074.7,4095.3,4108.5,4109.6,4244.6,4312.4,4336.3,4337.9,4353.1,4354.7,4373.4,0,4412.4,4414.2,4441.3,0,4469.6,4471.3,4520.6,4668.2,0,4671.7,4998.2,4999.9,5012.8,5014.6,5032.2,5034,5049.9,5051.3,5069.9,5081.6,5100.1,5101.5,5167.4
23.112,25.091,48.606,63.955,65.647,87.481,89.605,255.59,268.65,270.11,286.16,288.09,301.36,303.14,310.17,311.82,324.35,326.1,342.17,343.77,357.02,0,374.59,390.41,0,408.29,410.12,435.54,706.04,706.96,721.22,731.73,0,749.34,751.67,767.4,783.48,785.19,799.74,815.78,830.44,831.86,853.55,866.19,0,1215.9,1218,1219.2,1234.8,1236.7,1248,1249.8,1262.1,1274.4,1276.1,1291.1,1294.9,0,1308.7,1322.8,1324.2,1770.5,1772.5,1773.3,1787.5,1789.7,1805,1816.6,1818.1,1830.3,1832.4,1845.3,1847.3,1863.5,1884.6,1918.5,0,2195.2,2197.1,2198.8,2245.2,2257.2,2259.3,2276.5,2291.1,2304.6,0,2324.6,2347.6,2364,0,2397.6,0,2674.9,2676.5,2723.8,2736.7,0,2756,0,2771.2,2772.8,2784.6,0,2800.7,2829.9,3319.5,3321.4,3322.8,3339.4,3351.4,3353.3,3367.8,3369.6,3382.4,3394.6,0,3411.7,3413.3,3426.8,3440.4,3454.8,3988.3,3990.2,3991.6,4006,4008,4023,4024.6,4040.7,4042.6,4057.7,4072.8,4074.7,4096.1,4108.5,4110.1,4245,4313,4336.3,4337.9,4353.1,4354.7,4373.4,4374.9,4412.4,4414.2,4441.3,0,4469.6,4471.2,4521.4,4668.2,4670.1,4671.7,4998.2,4999.9,5013.4,5014.7,5032.2,0,5049.9,0,5068.1,5081.6,5100.1,0,5167.5
23.113,25.098,48.599,63.954,65.629,0,89.606,255.57,268.65,270.47,286.16,288.09,301.36,303.15,310.17,311.81,324.35,326.09,0,343.77,0,0,372.94,390.41,392.27,408.29,410.11,435.88,706.03,706.76,721.25,731.73,733.37,0,751.66,765.47,783.48,785.18,799.73,815.78,0,832.2,853.53,866.19,867.94,0,0,1219.2,0,1236.7,0,1249.8,1263.7,1274.4,1276.1,1291.1,1294.9,0,0,1322.8,1324.6,1770.5,1772.5,1773.2,1787.5,1789.7,1805.1,1816.6,0,0,1832.3,1845.3,1847.3,1865.1,1884.6,0,0,0,2197.1,2198.8,2245.2,2257.2,2259.3,2275,2291.1,2304.6,0,2323.1,2347.6,2364,2365.5,2397.6,2399.3,2673,2676.5,2723.8,2736.7,0,2756,0,2771.2,2772.8,2784.6,0,2800.7,2828.9,0,3321.4,3322.8,3339.5,0,3353.3,3367.8,3369.6,3384.3,3394.6,0,0,0,3426.8,3440.4,3453.3,3988.3,0,3991.6,4006,4008,4023,4024.6,4040.7,4042.6,4057.7,4072.8,4074.7,4095.9,4108.5,4110.1,4245,4313.4,0,0,4353.1,0,4373.3,0,0,4412.4,4441.3,0,4469.6,0,4521.4,4668.2,0,4671.7,4996.4,4999.9,5012.8,5014.6,5032.2,5034,5049.9,0,5068.1,5081.6,5100.1,0,5167.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.11,25.085,48.601,63.958,65.615,87.489,89.601,255.57,268.64,0,286.17,0,301.36,303.14,310.19,0,324.35,326.09,342.18,0,357.03,358.55,372.94,390.42,391.84,408.3,0,435.87,705.65,706.93,721.24,731.73,733.35,749.35,751.66,767.36,783.49,784.86,799.72,814.02,830.44,0,853.49,866.19,0,1215.9,0,1219.2,1234.8,1236,1248,1249.8,1262.1,1274.4,0,1290.3,1294.9,1296.1,1308.7,1322.8,1324.6,1770.5,1771.8,1773.2,1787.5,0,1805.1,1816.6,1818.1,1830.3,1832.3,1845.3,1847.3,1863.5,1884.7,1918.5,1920.2,2195.2,2197.1,2198.8,2244.8,2257.2,2259.3,2276.5,2292.3,2304.6,2306.2,2324.6,2347.6,2364,2365.5,2397.6,2399.3,2674.9,2676.5,2723.7,2736.7,0,2756,0,2772,0,2784.6,0,2800.7,2828.9,0,0,3322.8,3339,3351.4,0,3367.8,3369.6,3384.3,3394.6,0,3411.7,3413.2,3426.8,3440.4,3454.1,3988.9,0,3991.6,4006,4008,4023,4024.6,4040.7,0,4057.7,4072.8,4074.7,4094.2,4108.5,0,4245,4311.5,4336.3,4337.5,4353.1,4354.7,4373.4,0,4412.4,4414.2,4441.3,4442.8,4469.6,0,4521.4,4668.2,4669.7,4671.7,4996.5,4999.9,5012.8,5014.6,5032.2,5034,5049.9,0,5069.9,5081.6,5100.1,0,5166.3
23.122,25.095,48.61,63.952,65.628,87.491,89.599,255.57,268.65,270.47,286.17,288.09,301.36,303.14,310.17,311.83,324.36,326.07,342.18,343.76,357.02,358.55,374.59,390.41,392.27,408.3,410.13,435.9,706.02,706.96,721.2,731.73,0,749.35,751.67,767.42,783.49,785.19,799.73,815.77,830.44,832.19,851.64,866.19,867.95,1215.9,1217.7,1219.2,1234.8,0,1248,1249.8,1263.7,1274.4,1276.2,1291.1,1294.9,0,1308.7,1322.8,1324.2,1770.5,1772.5,1773.3,1787.5,1789.8,1805.1,1816.6,0,1830.3,1832.4,1845.3,1847.3,1864.1,1884.7,1918.5,1919.9,2195.2,2197.1,2198.8,2245.2,2257.2,2259.3,2276.5,2292.6,2304.7,2306.2,2323.1,2347.6,2364,2364.4,2397.6,0,2674.9,2676.5,2723.8,2736.7,0,2756,2757.3,2771.2,2772.8,2784.6,2785.4,2802.2,2830.4,3319.5,3321.4,3322.8,3339.5,3351.4,3353.3,3367.8,3369.6,3384.4,3394.6,0,3411.7,0,3426.8,3440.4,3454.8,3989.2,3990.2,3991.6,4006,4008,4023,4025.1,4040.7,0,4057.7,4072.8,4074.7,4096.1,4108.5,4109.6,4244.6,4313,0,0,4353.1,4354.7,4373.4,0,4412.4,4414.2,4441.3,0,4469.6,4471.2,4521.4,4668.2,4670.1,4671.7,4998.2,4999.9,5012.8,5014.7,5032.2,5034,5049.9,0,5069.4,5081.6,5100.1,0,5165.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.92,25.1,48.603,63.954,65.65,87.48,89.583,255.59,268.65,270.46,286.16,288.09,301.36,0,310.17,311.82,324.97,0,342.17,0,357.02,0,374.25,390.41,392.28,408.29,410.11,435.89,705.66,706.95,721.23,731.74,733.35,749.34,751.66,767.4,783.48,785.21,799.72,815.78,830.44,0,853.54,866.18,867.97,1215.9,1218,1219.2,1234.8,1236.6,1248,1249.8,0,1274.4,1276.1,1291.1,1294.7,1296,1307.5,1322.8,0,1770.5,0,1773.2,1787.5,1789.7,1805,1816.6,0,1830.3,1832.3,1845.3,1847.2,1863.5,1881.6,0,1918.4,2195.2,0,2198.8,2243.3,0,0,2275,2292.6,2304.7,2306.2,2324.6,2346.7,2364,0,2397.6,2399.3,2674.9,2676,2719.1,2736.7,0,2756,2757.5,2771.2,2772.8,2784.6,0,2800.7,2828.9,3319.5,3321.4,3322.8,3339.5,3351.4,3353.3,3367.8,3369.7,3384.3,3394.6,3396,3410.4,0,3424.5,3439.3,3454.8,3989.1,0,3991.6,4001.7,0,4023,4024.6,4040.7,4042.6,4058.5,4072.8,4074.7,4096,4108.5,4110.1,4245,4313,4336.3,0,4353.1,4354.7,4373.4,4374.9,4412.4,4414.2,4441.3,0,4469.6,4471.3,4521.4,4668.2,0,4671.7,4998.2,4999.9,5012.8,0,5032.2,5034,5049.9,0,5068.1,5081.6,5100.1,0,5167.3
23.113,0,46.424,63.957,0,87.484,0,253.44,268.65,270.11,286.16,0,301.36,0,310.17,0,324.35,0,342.18,0,357.04,0,372.94,390.43,392.27,408.3,0,434.06,705.65,706.95,721.22,731.73,0,749.34,0,765.48,783.49,0,797.99,814.02,830.44,0,851.63,866.19,867.94,1216.1,0,1219.2,1234.8,0,1248,0,1262.1,1274.4,0,1289.1,1294.9,0,1308.7,1322.8,1324.6,1770.5,0,1773.3,1787.5,0,1803.1,1816.6,0,1830.3,0,1845.3,1847.3,1863.5,1884.7,1918.5,0,2195.2,0,0,2243.3,2257.2,2259.3,2275,2291.1,0,0,2323.1,2347.6,2364,0,2397.6,0,2673,2676.5,2721.9,2736.7,0,2756.3,0,2771.2,0,2784.6,0,2800.7,2828.9,3319.5,3321.4,3322.8,3337.8,0,0,3367.8,0,3382.4,3394.6,0,3411.7,0,3425.2,3438.7,3453.3,3988.3,0,3991.6,4006,0,4023,0,4040.7,0,4057.7,4072.8,0,4094.2,4108.5,0,4243.1,4311.5,4336.3,0,4353.4,0,4373.4,0,4412.4,0,4441.3,0,4469.6,0,4519.6,4668.2,0,0,4996.5,4999.9,5012.8,0,5032.2,0,5050.3,0,5068.1,5081.6,5100.1,0,5167.5
23.114,25.08,48.598,63.956,65.649,87.482,89.622,255.57,268.65,270.48,286.16,288.11,301.36,0,310.17,311.84,324.35,326.08,342.18,0,357.02,0,374.24,390.42,0,408.29,410.1,435.9,706.05,706.97,721.22,731.73,0,749.34,751.67,767.39,783.48,784.64,799.72,815.76,830.44,832.19,853.55,866.2,867.96,1215.9,0,1219.2,1234.8,0,1248,1249.8,1263.7,1274.4,1276.1,1291.2,1294.9,0,1308.7,1322.8,1324.6,1770.5,1772.1,1773.3,1787.5,1789.7,1805.1,1816.6,1818.1,1830.3,1832.3,1845.3,1847.2,1864.8,1884.7,1918.5,1920.2,2195.2,2197.1,2198.8,2245.2,2257.2,2259.3,2276.5,2291.1,2304.6,0,2323.1,2347.6,2364,2365.5,2397.6,0,2673,2676.5,2721.8,2737.1,2738.3,2756,0,2771.2,2772.8,2784.6,2786,2800.7,2828.9,3319.5,3320.3,3322.8,3339.5,3351.4,3353.3,3367.8,3369.6,3384.4,3394.6,0,3411.7,0,3426.8,3438.7,3454.6,3988.3,3990.2,3991.6,4006,4008,4023,0,4040.7,0,4057.7,4072.8,4074.7,4094.2,4108.5,4110.1,4245,4311.5,4336.3,4337.9,4353.1,4354.7,4373.4,0,4412.4,4414.6,4441.3,0,4469.6,4471.3,4521.4,4668.2,4670,4671.7,4998.2,4999.9,5012.8,5014.6,5032.2,5034,5049.9,0,5068.5,5082.1,5100.1,0,5167.5
23.118,0,48.613,63.959,0,87.485,89.601,254.58,268.65,0,286.16,288.11,301.36,303.15,310.18,0,324.35,0,342.17,0,357.02,0,373.59,390.41,392.29,408.29,0,434.06,706.05,706.95,719.39,731.73,0,749.34,751.67,766.97,783.48,0,797.99,814.02,830.44,0,851.64,866.19,0,1215.9,0,1219.2,1234.8,1236.7,1248,1249.4,1262.1,1274.4,0,1291.1,1294.9,1296.1,1308.7,1322.8,0,1771,0,0,1787.5,1789.7,1805.1,1816.6,0,1830.3,1832.4,1845.3,1846.7,1864.6,1884.7,1918.5,0,2195.2,0,2198.8,2244.8,2257.2,2259.3,2275,2291.1,2304.6,0,2323.1,2347.6,2364,2365.5,2397.6,2399.3,2673.6,2676.5,2723.3,2736.7,0,2756,0,2771.2,0,2784.6,2785.7,2800.7,2830.4,3319.5,3321.4,3322.8,3337.8,3351.4,3353.3,3367.8,3369.6,3382.4,3394.6,0,3411.7,0,3425.9,3440.4,3454.8,3989.3,0,3991.6,4006,0,4023,0,4040.7,0,4057.7,4072.8,0,4094.2,4108.5,4110.1,4243.1,4311.5,4336.3,0,4353.1,0,4373.4,4374.9,4412.4,4414.2,4441.3,0,4469.6,0,4521.4,4668,4669.5,4671.7,4996.5,4999.9,5012.8,5014.6,5032.2,0,5049.9,0,5068.1,5081.9,5100.1,0,5167.5
